,Sat2Earth_x,Sat2Earth_y,Sat2Earth_z
841,-7303,-16990,-4924.7
842,-7175.3,-16986,-4938.9
843,-7047.2,-16981,-4952.8
844,-6918.6,-16974,-4966.3
845,-6789.6,-16966,-4979.5
846,-6660.1,-16957,-4992.3
847,-6530.1,-16947,-5004.8
848,-6399.8,-16936,-5017
849,-6269,-16923,-5028.7
850,-6137.9,-16910,-5040.2
851,-6006.3,-16895,-5051.2
852,-5874.4,-16879,-5061.9
853,-5742.1,-16861,-5072.2
854,-5608.4,-16843,-5082.1
855,-5471.9,-16822,-5091.9
856,-5332.7,-16800,-5101.4
857,-5190.6,-16776,-5110.7
858,-5045.9,-16750,-5119.6
859,-4898.7,-16723,-5128.2
860,-4748.8,-16693,-5136.4
861,-4596.6,-16661,-5144.2
862,-4442,-16628,-5151.6
863,-4285.1,-16592,-5158.5
864,-4125.9,-16553,-5164.9
865,-3964.7,-16513,-5170.8
866,-3801.4,-16470,-5176.2
867,-3636.2,-16425,-5181
868,-3469.1,-16377,-5185.1
869,-3300.2,-16327,-5188.7
870,-3129.6,-16274,-5191.5
871,-2957.5,-16219,-5193.7
872,-2783.9,-16161,-5195.2
873,-2608.9,-16101,-5195.9
874,-2432.6,-16037,-5195.9
875,-2255.1,-15972,-5195.1
876,-2076.6,-15903,-5193.4
877,-1897.1,-15832,-5191
878,-1716.7,-15757,-5187.7
879,-1535.5,-15680,-5183.6
880,-1353.7,-15601,-5178.5
881,-1171.3,-15518,-5172.6
882,-988.43,-15433,-5165.7
883,-805.25,-15344,-5157.9
884,-621.84,-15253,-5149.2
885,-438.3,-15159,-5139.5
886,-254.74,-15063,-5128.9
887,-71.272,-14963,-5117.2
888,112,-14861,-5104.6
889,294.98,-14755,-5091
890,477.55,-14648,-5076.4
891,659.61,-14537,-5060.8
892,841.06,-14423,-5044.1
893,1021.8,-14307,-5026.5
894,1201.7,-14188,-5007.8
895,1380.7,-14067,-4988.1
896,1558.7,-13943,-4967.4
897,1735.6,-13816,-4945.7
898,1911.3,-13687,-4922.9
899,2085.7,-13555,-4899.2
900,2258.7,-13421,-4874.4
901,2430.2,-13284,-4848.6
902,2600.2,-13146,-4821.9
903,2768.5,-13004,-4794.1
904,2935.1,-12861,-4765.4
905,3099.9,-12715,-4735.7
906,3262.8,-12567,-4705
907,3423.8,-12418,-4673.4
908,3582.8,-12266,-4640.8
909,3739.6,-12112,-4607.3
910,3894.3,-11956,-4572.9
911,4046.8,-11798,-4537.5
912,4197,-11639,-4501.3
913,4344.8,-11478,-4464.2
914,4490.3,-11315,-4426.3
915,4633.3,-11151,-4387.5
916,4773.8,-10985,-4347.9
917,4911.8,-10818,-4307.4
918,5047.2,-10649,-4266.2
919,5179.9,-10479,-4224.2
920,5310,-10307,-4181.4
921,5437.4,-10135,-4137.9
922,5562,-9961.2,-4093.7
923,5683.9,-9786.4,-4048.7
924,5802.9,-9610.7,-4003.1
925,5919.2,-9434,-3956.8
926,6032.6,-9256.4,-3909.8
927,6143.1,-9078.1,-3862.3
928,6250.7,-8898.9,-3814.1
929,6355.4,-8719.1,-3765.3
930,6457.2,-8538.6,-3715.9
931,6556.1,-8357.5,-3666
932,6652,-8176,-3615.5
933,6745,-7993.9,-3564.5
934,6835,-7811.5,-3513
935,6922,-7628.7,-3461.1
936,7006.1,-7445.6,-3408.6
937,7087.2,-7262.3,-3355.7
938,7165.3,-7078.7,-3302.4
939,7240.5,-6895.1,-3248.7
940,7312.6,-6711.3,-3194.6
941,7381.9,-6527.5,-3140
942,7448.1,-6343.7,-3085.2
943,7511.4,-6160,-3030
944,7571.8,-5976.3,-2974.4
945,7629.2,-5792.8,-2918.6
946,7683.7,-5609.4,-2862.4
947,7735.3,-5426.3,-2806
948,7784,-5243.4,-2749.3
949,7829.7,-5060.9,-2692.3
950,7872.6,-4878.6,-2635.1
951,7912.7,-4696.8,-2577.7
952,7949.9,-4515.3,-2520.1
953,7984.2,-4334.3,-2462.2
954,8015.7,-4153.7,-2404.2
955,8044.5,-3973.7,-2346
956,8070.4,-3794.2,-2287.7
957,8093.6,-3615.2,-2229.2
958,8114,-3436.8,-2170.6
959,8131.6,-3259.1,-2111.8
960,8146.5,-3082,-2052.9
961,8158.8,-2905.5,-1993.9
962,8168.3,-2729.8,-1934.9
963,8175.2,-2554.7,-1875.7
964,8179.4,-2380.4,-1816.5
965,8181,-2206.9,-1757.2
966,8179.9,-2034.1,-1697.9
967,8176.2,-1862.1,-1638.5
968,8170,-1690.9,-1579
969,8161.2,-1520.6,-1519.6
970,8149.8,-1351.1,-1460.1
971,8135.9,-1182.5,-1400.6
972,8119.4,-1014.8,-1341
973,8100.4,-847.98,-1281.5
974,8078.9,-682.06,-1222
975,8055,-517.08,-1162.5
976,8028.6,-353.03,-1103.1
977,7999.7,-189.93,-1043.6
978,7968.3,-27.804,-984.17
979,7934.5,133.35,-924.79
980,7898.3,293.51,-865.44
981,7859.7,452.67,-806.14
982,7818.7,610.81,-746.89
983,7775.2,767.94,-687.69
984,7729.4,924.03,-628.56
985,7681.2,1079.1,-569.49
986,7630.6,1233.1,-510.49
987,7577.7,1386,-451.56
988,7522.3,1537.8,-392.71
989,7464.7,1688.6,-333.94
990,7404.6,1838.3,-275.26
991,7342.2,1986.9,-216.66
992,7277.5,2134.3,-158.15
993,7210.4,2280.7,-99.746
994,7141,2425.9,-41.437
995,7069.2,2569.9,16.771
996,6995,2712.9,74.873
997,6918.5,2854.6,132.87
998,6839.6,2995.2,190.75
999,6758.4,3134.6,248.51
1000,6674.8,3272.8,306.16
1001,6588.8,3409.8,363.69
1002,6500.5,3545.5,421.09
1003,6409.7,3680.1,478.36
1004,6316.6,3813.4,535.5
1005,6221,3945.4,592.51
1006,6123,4076.1,649.37
1007,6022.6,4205.6,706.1
1008,5919.8,4333.8,762.68
1009,5814.4,4460.6,819.11
1010,5706.6,4586.2,875.39
1011,5596.3,4710.3,931.51
1012,5483.4,4833.1,987.47
1013,5368.1,4954.5,1043.3
1014,5250.1,5074.5,1098.9
1015,5129.6,5193,1154.3
1016,5006.5,5310.1,1209.6
1017,4880.8,5425.7,1264.7
1018,4752.4,5539.8,1319.6
1019,4621.3,5652.3,1374.2
1020,4487.5,5763.3,1428.7
1021,4351,5872.7,1483
1022,4211.7,5980.4,1537.1
1023,4069.6,6086.5,1590.9
1024,3924.7,6190.9,1644.5
1025,3776.9,6293.6,1697.8
1026,3626.2,6394.5,1750.9
1027,3472.6,6493.6,1803.8
1028,3316,6590.8,1856.3
1029,3156.3,6686.1,1908.6
1030,2993.6,6779.5,1960.6
1031,2827.8,6870.9,2012.3
1032,2658.9,6960.2,2063.6
1033,2486.7,7047.4,2114.7
1034,2311.4,7132.4,2165.3
1035,2132.7,7215.2,2215.7
1036,1950.7,7295.7,2265.6
1037,1765.3,7373.8,2315.1
1038,1576.4,7449.5,2364.2
1039,1384.1,7522.7,2412.9
1040,1188.3,7593.3,2461.1
1041,988.79,7661.2,2508.9
1042,785.68,7726.3,2556.1
1043,578.85,7788.6,2602.8
1044,368.26,7847.9,2649
1045,153.85,7904.1,2694.5
1046,-64.435,7957.2,2739.5
1047,-286.66,8007,2783.8
1048,-512.89,8053.4,2827.4
1049,-743.16,8096.2,2870.3
1050,-977.55,8135.4,2912.5
1051,-1216.1,8170.8,2953.8
1052,-1458.9,8202.2,2994.3
1053,-1706,8229.5,3033.9
1054,-1957.4,8252.6,3072.6
1055,-2213.2,8271.3,3110.3
1056,-2473.4,8285.3,3147
1057,-2738.1,8294.6,3182.5
1058,-3007.4,8298.9,3216.9
1059,-3281.3,8298.1,3250.1
1060,-3559.7,8291.8,3282
1061,-3842.9,8279.9,3312.6
1062,-4130.7,8262.3,3341.7
1063,-4423.2,8238.5,3369.3
1064,-4720.4,8208.4,3395.2
1065,-5022.4,8171.8,3419.5
1066,-5329.1,8128.2,3442.1
1067,-5640.6,8077.6,3462.7
1068,-5956.7,8019.5,3481.4
1069,-6277.5,7953.7,3497.9
1070,-6603,7879.8,3512.3
1071,-6933.1,7797.5,3524.3
1072,-7267.6,7706.6,3533.9
1073,-7606.6,7606.5,3540.8
1074,-7949.8,7497,3545.1
1075,-8297.2,7377.7,3546.5
1076,-8648.7,7248.3,3544.8
1077,-9004,7108.2,3540
1078,-9362.9,6957.2,3531.9
1079,-9725.1,6794.7,3520.2
1080,-10091,6620.5,3504.8
1081,-10459,6434,3485.6
1082,-10829,6234.9,3462.3
1083,-11202,6022.7,3434.7
1084,-11576,5796.9,3402.7
1085,-11952,5557.3,3366.1
1086,-12328,5303.3,3324.5
1087,-12704,5034.5,3277.9
1088,-13080,4750.6,3226
1089,-13454,4451.2,3168.5
1090,-13826,4135.9,3105.4
1091,-14196,3804.4,3036.3
1092,-14561,3456.4,2961
1093,-14922,3091.6,2879.4
1094,-15277,2710,2791.3
1095,-15625,2311.2,2696.4
1096,-15965,1895.2,2594.6
1097,-16296,1462,2485.7
1098,-16616,1011.7,2369.6
1099,-16924,544.34,2246.1
1100,-17218,60.229,2115.3
1101,-17498,-440.29,1976.9
1102,-17761,-956.78,1831
1103,-18005,-1488.6,1677.5
1104,-18230,-2035.1,1516.6
1105,-18433,-2595.5,1348.3
1106,-18613,-3168.6,1172.7
1107,-18768,-3753.4,990.04
1108,-18896,-4348.6,800.55
1109,-18996,-4952.7,604.52
1110,-19066,-5564.1,402.32
1111,-19105,-6181.1,194.37
1112,-19111,-6801.8,-18.854
1113,-19083,-7424.1,-236.79
1114,-19019,-8045.8,-458.85
1115,-18920,-8664.7,-684.35
1116,-18783,-9278.5,-912.58
1117,-18609,-9884.7,-1142.8
1118,-18398,-10481,-1374.1
1119,-18148,-11064,-1605.7
1120,-17861,-11632,-1836.7
1121,-17536,-12183,-2066.1
1122,-17174,-12714,-2293.2
1123,-16777,-13222,-2516.8
1124,-16345,-13705,-2736.2
1125,-15880,-14162,-2950.5
1126,-15384,-14590,-3158.6
1127,-14858,-14988,-3359.9
1128,-14305,-15354,-3553.6
1129,-13727,-15687,-3738.8
1130,-13126,-15986,-3915
1131,-12505,-16249,-4081.6
1132,-11867,-16477,-4238
1133,-11214,-16670,-4383.8
1134,-10550,-16826,-4518.7
1135,-9876,-16946,-4642.3
1136,-9195.6,-17031,-4754.6
1137,-8511.4,-17081,-4855.3
1138,-7825.9,-17098,-4944.4
1139,-7141.4,-17081,-5022
1140,-6460.4,-17032,-5088.2
1141,-5785,-16953,-5143.2
1142,-5117.3,-16844,-5187.1
1143,-4459,-16708,-5220.2
1144,-3811.9,-16545,-5242.9
1145,-3177.6,-16358,-5255.5
1146,-2557.3,-16147,-5258.4
1147,-1952.3,-15915,-5252
1148,-1363.7,-15663,-5236.7
1149,-792.2,-15393,-5213
1150,-238.67,-15106,-5181.4
1151,296.32,-14804,-5142.2
1152,812.32,-14488,-5095.9
1153,1309,-14159,-5043.1
1154,1786.1,-13820,-4984
1155,2243.5,-13471,-4919.3
1156,2681.2,-13113,-4849.2
1157,3099.2,-12749,-4774.2
1158,3497.7,-12378,-4694.7
1159,3876.8,-12002,-4611
1160,4236.8,-11622,-4523.6
1161,4577.9,-11238,-4432.8
1162,4900.5,-10852,-4338.8
1163,5204.9,-10465,-4242.1
1164,5491.6,-10076,-4142.8
1165,5760.9,-9687.3,-4041.3
1166,6013.3,-9298.6,-3937.8
1167,6249.2,-8910.6,-3832.5
1168,6469.1,-8523.9,-3725.8
1169,6673.3,-8138.9,-3617.7
1170,6862.4,-7756,-3508.4
1171,7036.8,-7375.4,-3398.2
1172,7197,-6997.6,-3287.2
1173,7343.3,-6622.8,-3175.6
1174,7476.3,-6251.2,-3063.4
1175,7596.3,-5883.1,-2950.9
1176,7703.7,-5518.6,-2838.1
1177,7799,-5157.9,-2725.1
1178,7882.5,-4801.2,-2612
1179,7954.6,-4448.5,-2498.9
1180,8015.6,-4099.9,-2386
1181,8066,-3755.6,-2273.2
1182,8106,-3415.6,-2160.6
1183,8135.9,-3079.9,-2048.3
1184,8156.1,-2748.6,-1936.3
1185,8166.8,-2421.7,-1824.7
1186,8168.3,-2099.3,-1713.5
1187,8160.8,-1781.3,-1602.7
1188,8144.6,-1467.8,-1492.5
1189,8120,-1158.7,-1382.7
1190,8087,-854.02,-1273.5
1191,8046,-553.8,-1164.8
1192,7997.1,-257.99,-1056.7
1193,7940.5,33.423,-949.13
1194,7876.3,320.46,-842.19
1195,7804.6,603.15,-735.86
1196,7725.7,881.51,-630.13
1197,7639.6,1155.6,-525.03
1198,7546.5,1425.3,-420.56
1199,7446.3,1690.8,-316.71
1200,7339.3,1952.1,-213.51
1201,7225.4,2209.1,-110.94
1202,7104.8,2461.9,-9.0087
1203,6977.4,2710.5,92.275
1204,6843.4,2954.8,192.91
1205,6702.7,3195,292.9
1206,6555.4,3431,392.24
1207,6401.4,3662.8,490.92
1208,6240.7,3890.4,588.94
1209,6073.4,4113.7,686.3
1210,5899.4,4332.8,783
1211,5718.7,4547.5,879.01
1212,5531.1,4758,974.34
1213,5336.7,4964,1069
1214,5135.4,5165.6,1162.9
1215,4927,5362.7,1256.1
1216,4711.6,5555.2,1348.6
1217,4489.1,5742.8,1440.2
1218,4262,5923.7,1530.1
1219,4031.1,6097.2,1617.9
1220,3796.6,6263.4,1703.6
1221,3558.8,6422.5,1787.2
1222,3317.8,6574.5,1868.8
1223,3073.8,6719.5,1948.3
1224,2827,6857.6,2025.7
1225,2577.5,6988.9,2101.1
1226,2325.7,7113.3,2174.5
1227,2071.5,7231.1,2245.8
1228,1815.3,7342.3,2315.1
1229,1557.1,7446.9,2382.3
1230,1297.2,7545,2447.6
1231,1035.7,7636.7,2510.8
1232,772.87,7722.1,2571.9
1233,508.83,7801.3,2631.1
1234,243.76,7874.3,2688.2
1235,-22.144,7941.1,2743.4
1236,-288.71,8002,2796.5
1237,-555.76,8056.9,2847.6
1238,-823.11,8106,2896.8
1239,-1090.6,8149.3,2944
1240,-1358,8187,2989.2
1241,-1625.1,8219.1,3032.4
1242,-1891.9,8245.8,3073.7
1243,-2158,8267.1,3113.1
1244,-2423.4,8283.1,3150.6
1245,-2687.8,8294,3186.2
1246,-2951.2,8299.9,3219.9
1247,-3213.2,8300.9,3251.8
1248,-3473.8,8297.2,3281.9
1249,-3732.8,8288.8,3310.1
1250,-3990.1,8275.9,3336.6
1251,-4245.4,8258.6,3361.4
1252,-4498.7,8237.1,3384.4
1253,-4749.8,8211.5,3405.8
1254,-4998.7,8182,3425.5
1255,-5245,8148.6,3443.6
1256,-5488.9,8111.6,3460.1
1257,-5730,8071.1,3475.1
1258,-5968.4,8027.2,3488.6
1259,-6204,7980,3500.7
1260,-6436.6,7929.8,3511.3
1261,-6666.2,7876.7,3520.5
1262,-6892.7,7820.8,3528.4
1263,-7116.1,7762.2,3535.1
1264,-7336.4,7701.1,3540.4
1265,-7553.4,7637.6,3544.6
1266,-7767.1,7571.9,3547.6
1267,-7977.6,7504.1,3549.5
1268,-8184.9,7434.3,3550.3
1269,-8388.8,7362.5,3550
1270,-8589.5,7289.1,3548.8
1271,-8787,7213.9,3546.6
1272,-8981.3,7137.2,3543.4
1273,-9172.4,7058.9,3539.4
1274,-9360.5,6979.3,3534.5
1275,-9545.4,6898.3,3528.8
1276,-9727.4,6816.1,3522.3
1277,-9906.5,6732.7,3515
1278,-10083,6648.1,3507
1279,-10256,6562.3,3498.2
1280,-10427,6475.5,3488.8
1281,-10596,6387.6,3478.7
1282,-10762,6298.6,3467.9
1283,-10925,6208.5,3456.5
1284,-11087,6117.3,3444.4
1285,-11247,6025,3431.8
1286,-11404,5931.4,3418.4
1287,-11561,5836.7,3404.5
1288,-11715,5740.7,3389.9
1289,-11868,5643.3,3374.7
1290,-12020,5544.5,3358.8
1291,-12171,5444,3342.3
1292,-12321,5342,3325
1293,-12470,5238.1,3307.1
1294,-12618,5132.2,3288.4
1295,-12767,5024.3,3268.9
1296,-12913,4915,3248.9
1297,-13058,4804.9,3228.2
1298,-13201,4693.8,3207
1299,-13342,4582,3185.3
1300,-13480,4469.3,3163.1
1301,-13617,4355.9,3140.4
1302,-13752,4241.8,3117.1
1303,-13885,4127,3093.5
1304,-14015,4011.6,3069.3
1305,-14144,3895.6,3044.7
1306,-14271,3779,3019.7
1307,-14396,3661.9,2994.3
1308,-14519,3544.3,2968.4
1309,-14640,3426.2,2942.2
1310,-14759,3307.7,2915.6
1311,-14876,3188.8,2888.6
1312,-14991,3069.5,2861.2
1313,-15104,2949.9,2833.5
1314,-15216,2829.9,2805.4
1315,-15325,2709.7,2777
1316,-15432,2589.2,2748.3
1317,-15538,2468.4,2719.3
1318,-15642,2347.5,2690
1319,-15744,2226.3,2660.4
1320,-15844,2105,2630.6
1321,-15942,1983.5,2600.4
1322,-16039,1861.9,2570
1323,-16133,1740.2,2539.4
1324,-16226,1618.4,2508.4
1325,-16317,1496.5,2477.3
1326,-16407,1374.5,2445.9
1327,-16494,1252.6,2414.3
1328,-16580,1130.5,2382.5
1329,-16665,1008.5,2350.5
1330,-16747,886.47,2318.3
1331,-16828,764.45,2285.9
1332,-16908,642.45,2253.3
1333,-16985,520.49,2220.5
1334,-17061,398.57,2187.5
1335,-17136,276.71,2154.4
1336,-17209,154.91,2121.1
1337,-17280,33.178,2087.6
1338,-17350,-88.473,2054
1339,-17418,-210.04,2020.2
1340,-17485,-331.51,1986.2
1341,-17550,-452.89,1952.2
1342,-17614,-574.16,1917.9
1343,-17676,-695.33,1883.6
1344,-17737,-816.39,1849.1
1345,-17796,-937.34,1814.4
1346,-17854,-1058.2,1779.7
1347,-17910,-1178.9,1744.8
1348,-17966,-1299.5,1709.7
1349,-18019,-1419.9,1674.6
1350,-18072,-1540.3,1639.3
1351,-18123,-1660.5,1603.9
1352,-18172,-1780.6,1568.4
1353,-18221,-1900.6,1532.8
1354,-18268,-2020.4,1497
1355,-18313,-2140.1,1461.2
1356,-18358,-2259.7,1425.2
1357,-18401,-2379.2,1389.1
1358,-18443,-2498.6,1352.9
1359,-18483,-2617.8,1316.6
1360,-18523,-2737,1280.2
1361,-18561,-2856,1243.7
1362,-18598,-2974.9,1207
1363,-18633,-3093.7,1170.3
1364,-18667,-3212.4,1133.4
1365,-18701,-3331,1096.4
1366,-18732,-3449.4,1059.3
1367,-18763,-3567.8,1022.1
1368,-18793,-3686.1,984.83
1369,-18821,-3804.3,947.4
1370,-18848,-3922.4,909.87
1371,-18874,-4040.4,872.22
1372,-18899,-4158.4,834.46
1373,-18922,-4276.2,796.59
1374,-18945,-4394,758.59
1375,-18966,-4511.8,720.47
1376,-18986,-4629.5,682.23
1377,-19005,-4747.1,643.87
1378,-19023,-4864.7,605.41
1379,-19039,-4982.1,566.84
1380,-19054,-5099.4,528.17
1381,-19069,-5216.6,489.4
1382,-19082,-5333.6,450.55
1383,-19094,-5450.5,411.61
1384,-19104,-5567.2,372.59
1385,-19114,-5683.7,333.49
1386,-19122,-5800,294.33
1387,-19129,-5916.1,255.1
1388,-19135,-6032,215.81
1389,-19140,-6147.6,176.46
1390,-19144,-6263,137.06
1391,-19147,-6378,97.62
1392,-19148,-6492.9,58.135
1393,-19148,-6607.4,18.614
1394,-19148,-6721.6,-20.939
1395,-19146,-6835.5,-60.519
1396,-19142,-6949.1,-100.12
1397,-19138,-7062.3,-139.74
1398,-19133,-7175.2,-179.38
1399,-19126,-7287.7,-219.02
1400,-19119,-7399.8,-258.66
1401,-19110,-7511.5,-298.31
1402,-19100,-7622.9,-337.95
1403,-19089,-7733.8,-377.59
1404,-19077,-7844.3,-417.2
1405,-19064,-7954.4,-456.81
1406,-19050,-8064.1,-496.39
1407,-19034,-8173.3,-535.94
1408,-19018,-8282,-575.47
1409,-19000,-8390.2,-614.96
1410,-18982,-8498,-654.41
1411,-18962,-8605.3,-693.82
1412,-18942,-8712.1,-733.19
1413,-18920,-8818.4,-772.5
1414,-18897,-8924.2,-811.77
1415,-18874,-9029.5,-850.97
1416,-18849,-9134.2,-890.12
1417,-18823,-9238.4,-929.2
1418,-18796,-9342.1,-968.21
1419,-18769,-9445.2,-1007.2
1420,-18740,-9547.7,-1046
1421,-18710,-9649.7,-1084.8
1422,-18679,-9751.1,-1123.5
1423,-18648,-9851.9,-1162.2
1424,-18615,-9952.1,-1200.7
1425,-18582,-10052,-1239.1
1426,-18547,-10151,-1277.5
1427,-18512,-10249,-1315.8
1428,-18475,-10347,-1353.9
1429,-18438,-10444,-1392
1430,-18400,-10541,-1430
1431,-18360,-10637,-1467.8
1432,-18320,-10732,-1505.5
1433,-18279,-10827,-1543.2
1434,-18238,-10921,-1580.7
1435,-18195,-11014,-1618.1
1436,-18151,-11107,-1655.4
1437,-18107,-11199,-1692.5
1438,-18062,-11291,-1729.6
1439,-18016,-11382,-1766.5
1440,-17969,-11472,-1803.3
1441,-17921,-11561,-1839.9
1442,-17872,-11650,-1876.5
1443,-17823,-11739,-1912.9
1444,-17773,-11826,-1949.1
1445,-17722,-11913,-1985.3
1446,-17670,-11999,-2021.2
1447,-17617,-12085,-2057.1
1448,-17564,-12169,-2092.8
1449,-17510,-12253,-2128.4
1450,-17455,-12337,-2163.8
1451,-17399,-12420,-2199.1
1452,-17342,-12502,-2234.2
1453,-17285,-12583,-2269.2
1454,-17227,-12664,-2304
1455,-17169,-12744,-2338.7
1456,-17109,-12823,-2373.2
1457,-17049,-12902,-2407.6
1458,-16988,-12980,-2441.8
1459,-16927,-13057,-2475.9
1460,-16864,-13134,-2509.8
1461,-16801,-13209,-2543.6
1462,-16738,-13285,-2577.2
1463,-16673,-13359,-2610.6
1464,-16608,-13433,-2643.9
1465,-16543,-13506,-2677
1466,-16476,-13578,-2710
1467,-16409,-13650,-2742.8
1468,-16341,-13721,-2775.4
1469,-16273,-13791,-2807.9
1470,-16204,-13861,-2840.2
1471,-16134,-13929,-2872.4
1472,-16064,-13998,-2904.4
1473,-15993,-14065,-2936.2
1474,-15921,-14132,-2967.9
1475,-15849,-14198,-2999.4
1476,-15776,-14263,-3030.7
1477,-15703,-14328,-3061.9
1478,-15628,-14392,-3092.9
1479,-15554,-14455,-3123.7
1480,-15478,-14518,-3154.4
1481,-15402,-14580,-3184.9
1482,-15325,-14641,-3215.2
1483,-15248,-14701,-3245.4
1484,-15170,-14761,-3275.4
1485,-15092,-14820,-3305.2
1486,-15012,-14878,-3334.9
1487,-14933,-14936,-3364.3
1488,-14852,-14993,-3393.7
1489,-14771,-15049,-3422.8
1490,-14690,-15105,-3451.8
1491,-14608,-15160,-3480.6
1492,-14525,-15214,-3509.2
1493,-14442,-15267,-3537.7
1494,-14358,-15320,-3565.9
1495,-14273,-15372,-3594.1
1496,-14188,-15423,-3622
1497,-14102,-15474,-3649.8
1498,-14016,-15523,-3677.3
1499,-13929,-15573,-3704.8
1500,-13841,-15621,-3732
1501,-13753,-15669,-3759.1
1502,-13664,-15716,-3785.9
1503,-13575,-15762,-3812.7
1504,-13485,-15808,-3839.2
1505,-13395,-15852,-3865.5
1506,-13304,-15896,-3891.7
1507,-13212,-15940,-3917.7
1508,-13119,-15982,-3943.5
1509,-13027,-16024,-3969.1
1510,-12933,-16065,-3994.6
1511,-12839,-16106,-4019.9
1512,-12744,-16146,-4044.9
1513,-12649,-16185,-4069.8
1514,-12553,-16223,-4094.5
1515,-12456,-16260,-4119.1
1516,-12359,-16297,-4143.4
1517,-12262,-16333,-4167.5
1518,-12163,-16368,-4191.5
1519,-12064,-16402,-4215.2
1520,-11965,-16436,-4238.8
1521,-11865,-16469,-4262.2
1522,-11764,-16501,-4285.4
1523,-11662,-16532,-4308.3
1524,-11560,-16563,-4331.1
1525,-11458,-16592,-4353.7
1526,-11354,-16621,-4376.1
1527,-11251,-16649,-4398.2
1528,-11146,-16676,-4420.2
1529,-11041,-16703,-4442
1530,-10935,-16729,-4463.5
1531,-10829,-16753,-4484.8
1532,-10722,-16777,-4506
1533,-10614,-16800,-4526.9
1534,-10506,-16823,-4547.6
1535,-10397,-16844,-4568
1536,-10288,-16865,-4588.3
1537,-10178,-16884,-4608.3
1538,-10067,-16903,-4628.1
1539,-9955.8,-16921,-4647.7
1540,-9843.9,-16938,-4667
1541,-9731.3,-16954,-4686.1
1542,-9618.1,-16970,-4704.9
1543,-9504.2,-16984,-4723.6
1544,-9389.8,-16997,-4741.9
1545,-9274.7,-17010,-4760.1
1546,-9159,-17021,-4777.9
1547,-9042.6,-17032,-4795.6
1548,-8925.7,-17041,-4812.9
1549,-8808.1,-17050,-4830
1550,-8689.9,-17058,-4846.9
1551,-8571.1,-17064,-4863.4
1552,-8451.6,-17070,-4879.8
1553,-8331.6,-17075,-4895.8
1554,-8210.9,-17078,-4911.5
1555,-8089.6,-17081,-4927
1556,-7967.8,-17083,-4942.2
1557,-7845.3,-17083,-4957.1
1558,-7722.2,-17083,-4971.7
1559,-7598.5,-17081,-4986
1560,-7474.2,-17078,-5000
1561,-7349.4,-17075,-5013.7
1562,-7223.9,-17070,-5027.1
1563,-7097.9,-17064,-5040.2
1564,-6971.3,-17057,-5053
1565,-6844.1,-17049,-5065.4
1566,-6716.3,-17039,-5077.5
1567,-6588,-17029,-5089.3
1568,-6459.2,-17017,-5100.8
1569,-6329.8,-17004,-5111.9
1570,-6199.8,-16990,-5122.6
1571,-6069.4,-16975,-5133
1572,-5938.4,-16959,-5143.1
1573,-5806.8,-16941,-5152.8
1574,-5674.8,-16922,-5162.1
1575,-5542.3,-16902,-5171
1576,-5409.3,-16880,-5179.6
1577,-5275.8,-16858,-5187.8
1578,-5141.9,-16834,-5195.6
1579,-5007.5,-16809,-5203.1
1580,-4872.6,-16782,-5210.1
1581,-4737.3,-16754,-5216.7
1582,-4601.6,-16725,-5222.9
1583,-4465.5,-16694,-5228.7
1584,-4329,-16663,-5234.1
1585,-4192.1,-16629,-5239.1
1586,-4054.8,-16595,-5243.6
1587,-3917.1,-16559,-5247.7
1588,-3779.2,-16521,-5251.4
1589,-3640.9,-16483,-5254.6
1590,-3502.2,-16442,-5257.4
1591,-3363.3,-16401,-5259.7
1592,-3224.1,-16358,-5261.5
1593,-3084.7,-16313,-5262.9
1594,-2945,-16267,-5263.8
1595,-2805.1,-16220,-5264.3
1596,-2664.9,-16171,-5264.3
1597,-2524.6,-16121,-5263.7
1598,-2384.1,-16069,-5262.7
1599,-2243.4,-16016,-5261.2
1600,-2102.7,-15961,-5259.2
1601,-1961.7,-15905,-5256.7
1602,-1820.3,-15847,-5253.6
1603,-1678.4,-15787,-5250
1604,-1536.1,-15726,-5245.9
1605,-1393.5,-15663,-5241.3
1606,-1250.6,-15598,-5236.1
1607,-1107.4,-15531,-5230.3
1608,-964.05,-15463,-5223.9
1609,-820.53,-15393,-5217
1610,-676.89,-15322,-5209.5
1611,-533.17,-15248,-5201.5
1612,-389.41,-15173,-5192.8
1613,-245.66,-15096,-5183.5
1614,-101.93,-15018,-5173.6
1615,41.727,-14938,-5163.1
1616,185.29,-14855,-5152
1617,328.74,-14772,-5140.3
1618,472.03,-14686,-5127.9
1619,615.15,-14599,-5114.9
1620,758.06,-14509,-5101.3
1621,900.75,-14419,-5087
1622,1043.2,-14326,-5072.1
1623,1185.4,-14231,-5056.4
1624,1327.3,-14135,-5040.2
1625,1468.8,-14036,-5023.2
1626,1610.1,-13936,-5005.6
1627,1751,-13834,-4987.2
1628,1891.5,-13730,-4968.2
1629,2031.7,-13624,-4948.4
1630,2171.4,-13516,-4927.9
1631,2310.8,-13406,-4906.7
1632,2449.6,-13295,-4884.8
1633,2588.1,-13181,-4862.1
1634,2726,-13065,-4838.6
1635,2863.4,-12947,-4814.4
1636,3000.3,-12827,-4789.4
1637,3136.7,-12705,-4763.5
1638,3272.5,-12581,-4736.9
1639,3407.7,-12454,-4709.4
1640,3542.3,-12325,-4681.2
