,Sat2Earth_x,Sat2Earth_y,Sat2Earth_z
13853,-5396.1,8174.4,3332.3
13854,-5833.8,8103.3,3345.5
13855,-6280.2,8017.5,3354.3
13856,-6735.3,7916.1,3358.4
13857,-7198.8,7798.2,3357.5
13858,-7670.5,7663,3351.1
13859,-8149.9,7509.5,3339.1
13860,-8636.6,7336.8,3321
13861,-9130.1,7143.8,3296.3
13862,-9629.7,6929.6,3264.7
13863,-10135,6693,3225.8
13864,-10644,6433.1,3179
13865,-11157,6148.8,3124.1
13866,-11672,5839,3060.3
13867,-12188,5502.8,2987.4
13868,-12703,5139.1,2904.9
13869,-13216,4747.1,2812.1
13870,-13725,4326,2708.8
13871,-14227,3874.9,2594.4
13872,-14721,3393.3,2468.6
13873,-15203,2880.7,2330.9
13874,-15670,2336.9,2181.1
13875,-16121,1761.9,2018.7
13876,-16550,1156,1843.8
13877,-16956,519.54,1656
13878,-17334,-146.47,1455.5
13879,-17681,-840.8,1242.3
13880,-17992,-1561.8,1016.7
13881,-18263,-2307.4,779.03
13882,-18491,-3075.1,529.85
13883,-18672,-3861.8,269.87
13884,-18802,-4664.1,-0.0028147
13885,-18877,-5478,-278.7
13886,-18895,-6299.1,-564.96
13887,-18852,-7122.7,-857.34
13888,-18746,-7943.5,-1154.2
13889,-18576,-8756.3,-1453.9
13890,-18340,-9555.2,-1754.5
13891,-18038,-10335,-2054
13892,-17670,-11089,-2350.3
13893,-17239,-11813,-2641.5
13894,-16745,-12500,-2925.3
13895,-16192,-13146,-3199.9
13896,-15582,-13746,-3463.3
13897,-14922,-14297,-3713.8
13898,-14214,-14794,-3949.6
13899,-13466,-15235,-4169.4
13900,-12681,-15618,-4372
13901,-11867,-15942,-4556.4
13902,-11029,-16206,-4721.8
13903,-10173,-16411,-4867.9
13904,-9305.8,-16556,-4994.2
13905,-8432.6,-16643,-5100.9
13906,-7559.1,-16675,-5188.2
13907,-6690.3,-16654,-5256.3
13908,-5831,-16582,-5305.8
13909,-4985.4,-16463,-5337.5
13910,-4157.4,-16299,-5352.1
13911,-3350.1,-16094,-5350.6
13912,-2566.5,-15852,-5333.9
13913,-1808.9,-15576,-5303
13914,-1079.1,-15269,-5258.9
13915,-378.65,-14935,-5202.8
13916,291.37,-14577,-5135.6
13917,930.22,-14199,-5058.4
13918,1537.5,-13802,-4972.1
13919,2113,-13390,-4877.7
13920,2656.9,-12965,-4776.1
13921,3169.4,-12530,-4668.2
13922,3651,-12087,-4554.6
13923,4102.4,-11637,-4436.3
13924,4524.2,-11183,-4313.8
13925,4917.2,-10726,-4187.7
13926,5282.4,-10268,-4058.8
13927,5620.7,-9809.5,-3927.5
13928,5933,-9352,-3794.2
13929,6220.4,-8896.5,-3659.5
13930,6483.8,-8443.9,-3523.6
13931,6724.2,-7994.8,-3387
13932,6942.6,-7550,-3250
13933,7140,-7110,-3112.9
13934,7317.3,-6675.4,-2975.9
13935,7475.4,-6246.4,-2839.2
13936,7615.2,-5823.4,-2703
13937,7737.5,-5406.8,-2567.5
13938,7843.2,-4996.7,-2432.8
13939,7933,-4593.3,-2299.1
13940,8007.7,-4196.7,-2166.5
13941,8068,-3807,-2035.1
13942,8114.5,-3424.4,-1904.9
13943,8148,-3048.7,-1776
13944,8168.9,-2680.1,-1648.5
13945,8177.8,-2318.5,-1522.5
13946,8175.4,-1964,-1397.9
13947,8162,-1616.4,-1274.8
13948,8138.2,-1275.7,-1153.2
13949,8104.4,-941.89,-1033.1
13950,8061.1,-614.86,-914.64
13951,8008.6,-294.55,-797.7
13952,7947.2,19.123,-682.32
13953,7877.4,326.24,-568.5
13954,7799.4,626.89,-456.24
13955,7713.5,921.15,-345.55
13956,7620.1,1209.1,-236.41
13957,7519.3,1490.8,-128.81
13958,7411.5,1766.4,-22.754
13959,7296.8,2036,81.771
13960,7175.4,2299.6,184.78
13961,7047.6,2557.2,286.27
13962,6913.1,2809.8,386.53
13963,6771.3,3058.5,486.11
13964,6622.3,3303.2,584.9
13965,6466.2,3543.7,682.82
13966,6303.1,3779.6,779.75
13967,6133.2,4010.9,875.62
13968,5956.7,4237.2,970.34
13969,5773.7,4458.4,1063.8
13970,5584.4,4674.4,1156
13971,5389,4884.9,1246.8
13972,5187.7,5089.9,1336.2
13973,4980.6,5289.1,1424
13974,4768,5482.5,1510.3
13975,4550,5670,1594.9
13976,4326.8,5851.4,1677.9
13977,4098.7,6026.6,1759.1
13978,3865.8,6195.7,1838.6
13979,3628.4,6358.4,1916.2
13980,3386.7,6514.8,1991.9
13981,3141,6664.7,2065.8
13982,2891.3,6808.1,2137.7
13983,2638.1,6945.1,2207.6
13984,2381.5,7075.4,2275.5
13985,2121.7,7199.2,2341.3
13986,1859.1,7316.4,2405.1
13987,1593.8,7426.9,2466.8
13988,1326.1,7530.9,2526.4
13989,1056.4,7628.2,2583.8
13990,784.72,7719,2639.1
13991,511.5,7803.3,2692.2
13992,236.94,7881,2743.2
13993,-38.668,7952.2,2791.9
13994,-315.06,8017.1,2838.5
13995,-591.98,8075.6,2882.9
13996,-869.14,8127.9,2925.2
13997,-1146.3,8174,2965.2
13998,-1423.2,8214.1,3003.2
13999,-1699.5,8248.2,3039
14000,-1975,8276.5,3072.6
14001,-2249.5,8299.1,3104.2
14002,-2522.7,8316.2,3133.8
14003,-2794.4,8327.8,3161.2
14004,-3064.3,8334.1,3186.7
14005,-3332.3,8335.4,3210.3
14006,-3598.1,8331.7,3231.9
14007,-3861.6,8323.2,3251.6
14008,-4122.6,8310.2,3269.5
14009,-4380.9,8292.7,3285.6
14010,-4636.3,8270.9,3300
14011,-4888.8,8245.1,3312.7
14012,-5138.3,8215.4,3323.8
14013,-5384.6,8182,3333.3
14014,-5627.7,8145,3341.3
14015,-5867.5,8104.6,3347.8
14016,-6104.1,8061,3352.8
14017,-6337.3,8014.3,3356.6
14018,-6567.2,7964.7,3359
14019,-6793.9,7912.3,3360.1
14020,-7017.3,7857.2,3360
14021,-7237.6,7799.5,3358.7
14022,-7454.9,7739.3,3356.3
14023,-7669.2,7676.7,3352.8
14024,-7880.8,7611.8,3348.3
14025,-8089.8,7544.6,3342.7
14026,-8296.4,7475.1,3336
14027,-8500.7,7403.4,3328.4
14028,-8703,7329.3,3319.8
14029,-8903.3,7253,3310.3
14030,-9101.5,7174.6,3299.8
14031,-9297.5,7094.1,3288.4
14032,-9491.3,7011.7,3276.2
14033,-9682.9,6927.4,3263
14034,-9872.2,6841.2,3249.1
14035,-10059,6753.3,3234.3
14036,-10244,6663.6,3218.7
14037,-10426,6572.4,3202.4
14038,-10606,6479.6,3185.3
14039,-10784,6385.3,3167.5
14040,-10959,6289.7,3149
14041,-11132,6192.6,3129.8
14042,-11302,6094.3,3109.9
14043,-11470,5994.7,3089.4
14044,-11636,5894,3068.3
14045,-11799,5792.2,3046.6
14046,-11960,5689.4,3024.3
14047,-12118,5585.6,3001.5
14048,-12274,5480.8,2978.1
14049,-12428,5375.2,2954.3
14050,-12579,5268.7,2929.9
14051,-12728,5161.5,2905
14052,-12874,5053.5,2879.7
14053,-13018,4944.9,2854
14054,-13160,4835.6,2827.8
14055,-13300,4725.7,2801.2
14056,-13437,4615.3,2774.3
14057,-13572,4504.4,2746.9
14058,-13704,4393,2719.2
14059,-13835,4281.1,2691.2
14060,-13963,4168.8,2662.8
14061,-14089,4056.2,2634.1
14062,-14213,3943.1,2605
14063,-14334,3829.8,2575.7
14064,-14454,3716.1,2546.1
14065,-14571,3602.2,2516.2
14066,-14687,3487.9,2486
14067,-14800,3373.5,2455.6
14068,-14912,3258.7,2424.9
14069,-15021,3143.8,2394
14070,-15129,3028.6,2362.8
14071,-15235,2913.2,2331.4
14072,-15339,2797.7,2299.8
14073,-15441,2681.9,2267.9
14074,-15541,2565.9,2235.8
14075,-15639,2449.7,2203.5
14076,-15736,2333.4,2171
14077,-15831,2216.8,2138.2
14078,-15925,2100,2105.3
14079,-16016,1983,2072.1
14080,-16106,1865.8,2038.7
14081,-16195,1748.3,2005.1
14082,-16282,1630.6,1971.3
14083,-16368,1512.6,1937.2
14084,-16452,1394.4,1902.9
14085,-16534,1275.8,1868.4
14086,-16615,1156.9,1833.6
14087,-16695,1037.7,1798.7
14088,-16773,918.12,1763.4
14089,-16850,798.14,1727.9
14090,-16926,677.76,1692.2
14091,-17000,556.92,1656.1
14092,-17074,435.62,1619.8
14093,-17145,313.82,1583.3
14094,-17216,191.49,1546.4
14095,-17285,68.573,1509.2
14096,-17353,-55.18,1471.6
14097,-17420,-179.82,1433.6
14098,-17486,-305.33,1395.3
14099,-17551,-431.67,1356.5
14100,-17615,-558.82,1317.3
14101,-17677,-686.75,1277.8
14102,-17739,-815.43,1237.9
14103,-17798,-944.84,1197.6
14104,-17857,-1074.9,1157
14105,-17915,-1205.7,1116
14106,-17971,-1337.1,1074.7
14107,-18025,-1469.1,1033.1
14108,-18079,-1601.6,991.14
14109,-18131,-1734.7,948.89
14110,-18181,-1868.3,906.34
14111,-18230,-2002.3,863.5
14112,-18278,-2136.8,820.38
14113,-18324,-2271.7,777
14114,-18369,-2406.9,733.36
14115,-18412,-2542.5,689.47
14116,-18453,-2678.4,645.35
14117,-18493,-2814.5,601
14118,-18532,-2950.9,556.45
14119,-18569,-3087.4,511.69
14120,-18604,-3224.1,466.74
14121,-18638,-3360.9,421.61
14122,-18670,-3497.8,376.32
14123,-18701,-3634.8,330.88
14124,-18730,-3771.8,285.29
14125,-18757,-3908.7,239.57
14126,-18783,-4045.6,193.74
14127,-18807,-4182.3,147.79
14128,-18830,-4319,101.76
14129,-18851,-4455.5,55.64
14130,-18870,-4591.8,9.4534
14131,-18888,-4727.8,-36.79
14132,-18904,-4863.6,-83.079
14133,-18918,-4999.1,-129.4
14134,-18931,-5134.2,-175.74
14135,-18942,-5269,-222.09
14136,-18952,-5403.4,-268.44
14137,-18960,-5537.3,-314.77
14138,-18966,-5670.8,-361.08
14139,-18971,-5803.8,-407.34
14140,-18974,-5936.2,-453.56
14141,-18976,-6068.1,-499.71
14142,-18976,-6199.4,-545.79
14143,-18975,-6330.1,-591.79
14144,-18972,-6460.2,-637.69
14145,-18968,-6589.6,-683.48
14146,-18962,-6718.2,-729.15
14147,-18955,-6846.2,-774.7
14148,-18946,-6973.4,-820.11
14149,-18936,-7099.9,-865.37
14150,-18924,-7225.5,-910.47
14151,-18911,-7350.3,-955.4
14152,-18897,-7474.3,-1000.1
14153,-18882,-7597.4,-1044.7
14154,-18865,-7719.6,-1089.1
14155,-18846,-7841,-1133.2
14156,-18827,-7961.4,-1177.2
14157,-18806,-8080.8,-1220.9
14158,-18784,-8199.3,-1264.4
14159,-18761,-8316.8,-1307.7
14160,-18736,-8433.4,-1350.7
14161,-18710,-8548.9,-1393.4
14162,-18684,-8663.4,-1435.9
14163,-18656,-8776.8,-1478.1
14164,-18627,-8889.2,-1520.1
14165,-18597,-9000.5,-1561.7
14166,-18566,-9110.8,-1603.1
14167,-18534,-9220,-1644.2
14168,-18500,-9328.1,-1685
14169,-18466,-9435.1,-1725.5
14170,-18431,-9541,-1765.7
14171,-18395,-9645.7,-1805.5
14172,-18359,-9749.4,-1845.1
14173,-18321,-9851.9,-1884.3
14174,-18283,-9953.3,-1923.2
14175,-18243,-10054,-1961.7
14176,-18203,-10153,-2000
14177,-18162,-10251,-2037.8
14178,-18121,-10347,-2075.4
14179,-18079,-10443,-2112.6
14180,-18036,-10538,-2149.5
14181,-17992,-10631,-2186
14182,-17948,-10723,-2222.2
14183,-17903,-10814,-2258
14184,-17858,-10904,-2293.5
14185,-17812,-10993,-2328.6
14186,-17765,-11081,-2363.3
14187,-17718,-11167,-2397.8
14188,-17671,-11253,-2431.8
14189,-17623,-11337,-2465.5
14190,-17574,-11420,-2498.9
14191,-17526,-11502,-2531.9
14192,-17476,-11583,-2564.5
14193,-17427,-11663,-2596.8
14194,-17377,-11742,-2628.7
14195,-17326,-11820,-2660.3
14196,-17276,-11896,-2691.6
14197,-17225,-11972,-2722.4
14198,-17174,-12046,-2753
14199,-17122,-12120,-2783.2
14200,-17070,-12192,-2813
14201,-17018,-12264,-2842.5
14202,-16966,-12334,-2871.7
14203,-16914,-12403,-2900.6
14204,-16861,-12472,-2929.1
14205,-16809,-12539,-2957.2
14206,-16756,-12605,-2985.1
14207,-16703,-12671,-3012.6
14208,-16649,-12735,-3039.8
14209,-16596,-12799,-3066.7
14210,-16543,-12862,-3093.2
14211,-16489,-12923,-3119.5
14212,-16436,-12984,-3145.4
14213,-16382,-13044,-3171.1
14214,-16328,-13103,-3196.4
14215,-16274,-13161,-3221.4
14216,-16220,-13219,-3246.2
14217,-16166,-13275,-3270.7
14218,-16112,-13331,-3294.8
14219,-16058,-13386,-3318.7
14220,-16004,-13440,-3342.3
14221,-15950,-13493,-3365.7
14222,-15896,-13546,-3388.8
14223,-15842,-13598,-3411.6
14224,-15788,-13649,-3434.1
14225,-15734,-13699,-3456.5
14226,-15680,-13749,-3478.5
14227,-15626,-13798,-3500.3
14228,-15571,-13846,-3521.9
14229,-15517,-13894,-3543.2
14230,-15463,-13940,-3564.3
14231,-15409,-13987,-3585.2
14232,-15355,-14032,-3605.9
14233,-15300,-14077,-3626.3
14234,-15246,-14122,-3646.6
14235,-15192,-14166,-3666.6
14236,-15138,-14209,-3686.4
14237,-15083,-14252,-3706.1
14238,-15029,-14294,-3725.5
14239,-14975,-14336,-3744.8
14240,-14920,-14377,-3763.9
14241,-14866,-14417,-3782.8
14242,-14811,-14457,-3801.5
14243,-14756,-14497,-3820.1
14244,-14702,-14536,-3838.5
14245,-14647,-14575,-3856.8
14246,-14592,-14613,-3874.9
14247,-14537,-14651,-3892.8
14248,-14482,-14688,-3910.7
14249,-14427,-14725,-3928.3
14250,-14372,-14762,-3945.9
14251,-14316,-14798,-3963.3
14252,-14261,-14834,-3980.7
14253,-14205,-14869,-3997.9
14254,-14149,-14904,-4015
14255,-14093,-14939,-4031.9
14256,-14036,-14973,-4048.8
14257,-13980,-15007,-4065.6
14258,-13923,-15041,-4082.3
14259,-13866,-15075,-4098.9
14260,-13808,-15108,-4115.5
14261,-13750,-15140,-4131.9
14262,-13692,-15173,-4148.3
14263,-13634,-15205,-4164.6
14264,-13575,-15237,-4180.9
14265,-13516,-15269,-4197.1
14266,-13457,-15301,-4213.2
14267,-13397,-15332,-4229.3
14268,-13337,-15363,-4245.3
14269,-13276,-15394,-4261.3
14270,-13215,-15424,-4277.3
14271,-13153,-15454,-4293.2
14272,-13091,-15485,-4309.1
14273,-13029,-15514,-4324.9
14274,-12965,-15544,-4340.7
14275,-12902,-15574,-4356.5
14276,-12837,-15603,-4372.3
14277,-12772,-15632,-4388.1
14278,-12707,-15661,-4403.9
14279,-12640,-15690,-4419.6
14280,-12573,-15718,-4435.3
14281,-12506,-15746,-4451.1
14282,-12437,-15775,-4466.8
14283,-12368,-15802,-4482.5
14284,-12298,-15830,-4498.3
14285,-12227,-15858,-4514
14286,-12155,-15885,-4529.7
14287,-12083,-15912,-4545.5
14288,-12009,-15939,-4561.2
14289,-11935,-15966,-4577
14290,-11859,-15992,-4592.7
14291,-11783,-16019,-4608.5
14292,-11705,-16045,-4624.2
14293,-11627,-16070,-4640
14294,-11547,-16096,-4655.8
14295,-11467,-16121,-4671.6
14296,-11385,-16146,-4687.4
14297,-11302,-16171,-4703.2
14298,-11218,-16196,-4719
14299,-11132,-16220,-4734.8
14300,-11046,-16244,-4750.6
14301,-10958,-16267,-4766.4
14302,-10868,-16290,-4782.2
14303,-10778,-16313,-4798
14304,-10686,-16336,-4813.8
14305,-10592,-16358,-4829.6
14306,-10497,-16379,-4845.3
14307,-10401,-16401,-4861
14308,-10303,-16421,-4876.7
14309,-10204,-16442,-4892.3
14310,-10103,-16461,-4907.9
14311,-10000,-16481,-4923.5
14312,-9895.8,-16499,-4939
14313,-9789.9,-16517,-4954.4
14314,-9682.3,-16535,-4969.8
14315,-9573,-16551,-4985.1
14316,-9461.9,-16568,-5000.2
14317,-9349.1,-16583,-5015.3
14318,-9234.4,-16598,-5030.3
14319,-9118,-16612,-5045.2
14320,-8999.6,-16625,-5059.9
14321,-8879.4,-16637,-5074.5
14322,-8759.2,-16648,-5088.7
14323,-8647.9,-16657,-5101.6
14324,-8546.3,-16665,-5113
14325,-8454,-16671,-5123.2
14326,-8370.6,-16676,-5132.2
14327,-8295.6,-16681,-5140.1
14328,-8228.7,-16684,-5147.1
14329,-8169.2,-16687,-5153.2
14330,-8117,-16689,-5158.4
14331,-8071.4,-16691,-5163
14332,-8032.2,-16692,-5166.9
14333,-7998.9,-16694,-5170.1
14334,-7971.1,-16694,-5172.9
14335,-7948.4,-16695,-5175.1
14336,-7930.5,-16696,-5176.8
14337,-7916.9,-16696,-5178.1
14338,-7907.2,-16696,-5179
14339,-7901.1,-16697,-5179.6
14340,-7898.3,-16697,-5179.9
14341,-7898.3,-16697,-5179.9
14342,-7900.7,-16697,-5179.7
14343,-7905.4,-16697,-5179.3
14344,-7911.8,-16696,-5178.7
14345,-7919.6,-16696,-5178
14346,-7928.6,-16696,-5177.2
14347,-7938.3,-16696,-5176.3
14348,-7948.5,-16696,-5175.3
14349,-7958.7,-16695,-5174.4
14350,-7968.8,-16695,-5173.4
14351,-7978.4,-16695,-5172.5
14352,-7987.2,-16695,-5171.7
14353,-7994.8,-16694,-5171
14354,-8001,-16694,-5170.4
14355,-8005.5,-16694,-5170
14356,-8007.9,-16694,-5169.8
14357,-8008.1,-16694,-5169.8
14358,-8005.7,-16694,-5170.1
14359,-8000.5,-16695,-5170.7
14360,-7992.1,-16695,-5171.5
14361,-7980.4,-16695,-5172.7
14362,-7965,-16696,-5174.2
14363,-7945.8,-16697,-5176.1
14364,-7922.4,-16697,-5178.4
14365,-7894.7,-16698,-5181.1
14366,-7862.3,-16699,-5184.2
14367,-7825.1,-16700,-5187.8
14368,-7782.9,-16701,-5191.7
14369,-7735.3,-16702,-5196.1
14370,-7682.3,-16702,-5201
14371,-7623.5,-16703,-5206.3
14372,-7558.8,-16703,-5212
14373,-7488.1,-16704,-5218.1
14374,-7411.1,-16703,-5224.6
14375,-7327.6,-16702,-5231.5
14376,-7237.5,-16701,-5238.8
14377,-7140.6,-16699,-5246.3
14378,-7036.7,-16696,-5254.2
14379,-6925.8,-16692,-5262.3
14380,-6807.7,-16686,-5270.6
14381,-6682.3,-16680,-5279.1
14382,-6549.5,-16671,-5287.6
14383,-6409.1,-16661,-5296.2
14384,-6261.2,-16649,-5304.7
14385,-6105.6,-16635,-5313.1
14386,-5942.3,-16618,-5321.3
14387,-5771.2,-16599,-5329.2
14388,-5592.5,-16577,-5336.7
14389,-5406,-16551,-5343.8
14390,-5211.9,-16522,-5350.2
14391,-5010.1,-16489,-5356
14392,-4800.7,-16452,-5360.9
14393,-4583.9,-16410,-5365
14394,-4359.7,-16364,-5368
14395,-4128.4,-16312,-5369.9
14396,-3890,-16255,-5370.4
14397,-3644.9,-16193,-5369.6
14398,-3393.2,-16124,-5367.2
14399,-3135.1,-16050,-5363.2
14400,-2871,-15968,-5357.3
14401,-2601.2,-15880,-5349.6
14402,-2326.1,-15785,-5339.8
14403,-2045.9,-15682,-5327.8
14404,-1761.1,-15572,-5313.6
14405,-1472.1,-15454,-5296.9
14406,-1179.3,-15327,-5277.8
14407,-883.28,-15193,-5256.1
14408,-584.43,-15050,-5231.6
14409,-283.27,-14899,-5204.3
14410,19.679,-14739,-5174.2
14411,323.87,-14570,-5141.1
14412,628.76,-14393,-5105.1
14413,933.8,-14206,-5065.9
14414,1238.4,-14011,-5023.6
14415,1542,-13808,-4978.2
14416,1844.1,-13595,-4929.7
14417,2144,-13375,-4877.9
14418,2441.3,-13145,-4823
14419,2735.3,-12908,-4764.9
14420,3025.5,-12662,-4703.7
14421,3311.4,-12409,-4639.3
14422,3592.5,-12148,-4571.9
14423,3868.2,-11880,-4501.5
14424,4138,-11605,-4428.1
14425,4401.6,-11323,-4351.8
14426,4658.5,-11035,-4272.7
14427,4908.2,-10741,-4190.9
14428,5150.5,-10441,-4106.5
14429,5384.8,-10136,-4019.5
14430,5610.9,-9826.1,-3930.1
14431,5828.5,-9511.6,-3838.4
14432,6037.4,-9193,-3744.5
14433,6237.2,-8870.6,-3648.5
14434,6427.7,-8545,-3550.5
14435,6608.8,-8216.4,-3450.7
14436,6780.3,-7885.3,-3349.2
14437,6942,-7552,-3246.1
14438,7093.9,-7216.9,-3141.5
14439,7235.8,-6880.5,-3035.6
14440,7367.7,-6543,-2928.4
14441,7489.6,-6204.8,-2820.1
14442,7601.4,-5866.3,-2710.9
14443,7703.2,-5527.7,-2600.8
14444,7794.8,-5189.5,-2489.9
14445,7876.5,-4851.8,-2378.4
14446,7948.2,-4515.1,-2266.3
14447,8010,-4179.6,-2153.8
14448,8061.9,-3845.4,-2040.9
14449,8104.1,-3513,-1927.9
14450,8136.6,-3182.6,-1814.6
14451,8159.6,-2854.3,-1701.3
14452,8173.1,-2528.4,-1588.1
14453,8177.3,-2205,-1474.9
14454,8172.3,-1884.5,-1361.9
14455,8158.2,-1566.8,-1249.2
14456,8135.2,-1252.3,-1136.8
14457,8103.3,-941.09,-1024.8
14458,8062.7,-633.27,-913.25
14459,8013.5,-329.01,-802.21
14460,7955.9,-28.422,-691.73
14461,7890,268.36,-581.88
14462,7816,561.22,-472.7
14463,7733.8,850.06,-364.25
14464,7643.7,1134.8,-256.56
14465,7545.8,1415.3,-149.69
14466,7440.3,1691.4,-43.676
14467,7327.1,1963.2,61.443
14468,7206.5,2230.5,165.62
14469,7078.5,2493.2,268.83
14470,6943.3,2751.2,371.03
14471,6801,3004.6,472.17
14472,6651.6,3253.1,572.23
14473,6495.3,3496.8,671.17
14474,6332.1,3735.4,768.95
14475,6162.2,3969.1,865.54
14476,5985.7,4197.6,960.91
14477,5802.7,4421,1055
14478,5613.2,4639.1,1147.8
14479,5417.3,4851.8,1239.3
14480,5215.3,5059.1,1329.4
14481,5007,5260.9,1418
14482,4792.7,5457.1,1505.3
14483,4572.5,5647.6,1591
14484,4346.4,5832.3,1675.2
14485,4114.7,6011.1,1757.8
14486,3877.3,6184,1838.8
14487,3634.5,6350.8,1918.2
14488,3386.3,6511.4,1995.8
14489,3133,6665.8,2071.7
14490,2874.6,6813.8,2145.8
14491,2611.4,6955.4,2218
14492,2343.4,7090.4,2288.3
14493,2071,7218.8,2356.7
14494,1794.3,7340.4,2423.1
14495,1513.6,7455.3,2487.4
14496,1229,7563.2,2549.7
14497,940.8,7664.2,2609.8
14498,649.35,7758.2,2667.7
14499,354.89,7845,2723.3
14500,57.744,7924.8,2776.7
14501,-241.75,7997.3,2827.8
14502,-543.24,8062.7,2876.5
14503,-846.34,8120.9,2922.9
14504,-1150.7,8171.9,2966.8
14505,-1455.8,8215.7,3008.2
14506,-1761.2,8252.5,3047.3
14507,-2066.5,8282.3,3083.8
14508,-2371.2,8305.2,3117.9
14509,-2674.7,8321.4,3149.5
14510,-2976.6,8330.9,3178.6
14511,-3276.2,8334,3205.3
14512,-3573.1,8331,3229.6
14513,-3866.5,8322,3251.5
14514,-4156,8307.4,3271.1
14515,-4440.9,8287.5,3288.4
14516,-4720.5,8262.6,3303.5
14517,-4994.2,8233.1,3316.5
14518,-5261.4,8199.5,3327.5
14519,-5521.5,8162.3,3336.7
14520,-5773.7,8121.8,3344
14521,-6017.5,8078.6,3349.6
14522,-6252.1,8033.3,3353.7
14523,-6486,7984.4,3356.5
14524,-6730.6,7929.3,3358
14525,-6985.8,7867.5,3358.1
14526,-7251,7798.6,3356.5
14527,-7525.6,7722.1,3353
14528,-7809.1,7637.6,3347.5
14529,-8101.1,7544.8,3339.8
14530,-8400.8,7443.1,3329.6
14531,-8707.7,7332.3,3316.8
14532,-9021.1,7212,3301.3
14533,-9340.4,7081.9,3282.8
14534,-9664.7,6941.8,3261.2
14535,-9993.5,6791.3,3236.3
14536,-10326,6630.4,3208.1
14537,-10661,6458.9,3176.4
14538,-10998,6276.7,3141.1
14539,-11336,6083.7,3102.1
14540,-11675,5880.2,3059.4
14541,-12013,5666,3012.9
14542,-12349,5441.5,2962.7
14543,-12683,5206.8,2908.6
14544,-13013,4962.3,2850.9
14545,-13339,4708.4,2789.4
14546,-13660,4445.5,2724.4
14547,-13975,4174.2,2655.9
14548,-14283,3895.1,2584.1
14549,-14583,3608.9,2509.1
14550,-14875,3316.4,2431.2
14551,-15158,3018.3,2350.6
14552,-15430,2715.5,2267.4
14553,-15693,2409,2182.1
14554,-15944,2099.7,2094.9
14555,-16184,1788.6,2006.1
14556,-16413,1476.8,1916
14557,-16630,1165.3,1825
14558,-16834,855.16,1733.5
14559,-17026,547.49,1641.8
14560,-17206,243.33,1550.3
14561,-17374,-56.264,1459.4
14562,-17530,-350.27,1369.4
14563,-17674,-637.68,1280.7
14564,-17806,-917.53,1193.7
14565,-17928,-1188.9,1108.8
14566,-18038,-1450.9,1026.2
14567,-18139,-1702.7,946.3
14568,-18229,-1943.6,869.44
14569,-18311,-2172.8,795.9
14570,-18384,-2389.6,725.95
14571,-18448,-2593.5,659.86
14572,-18505,-2783.9,597.87
14573,-18555,-2960.3,540.19
14574,-18599,-3122.3,487.03
14575,-18637,-3269.5,438.57
14576,-18669,-3401.5,394.96
14577,-18696,-3518.1,356.34
14578,-18719,-3619.1,322.82
14579,-18737,-3704.2,294.52
14580,-18752,-3773.4,271.5
14581,-18763,-3826.4,253.82
14582,-18770,-3863.3,241.52
14583,-18774,-3884,234.64
14584,-18776,-3888.5,233.16
14585,-18773,-3876.9,237.08
14586,-18768,-3849.2,246.37
14587,-18760,-3805.6,260.98
14588,-18748,-3746.2,280.85
14589,-18732,-3671.2,305.88
14590,-18713,-3580.8,335.98
14591,-18689,-3475.3,371.03
14592,-18661,-3355.1,410.89
14593,-18628,-3220.3,455.41
14594,-18589,-3071.6,504.41
14595,-18545,-2909.2,557.72
14596,-18495,-2733.7,615.11
14597,-18438,-2545.6,676.36
14598,-18374,-2345.5,741.24
14599,-18303,-2134,809.48
14600,-18224,-1911.7,880.82
14601,-18136,-1679.5,954.98
14602,-18039,-1438,1031.6
14603,-17934,-1188,1110.5
14604,-17819,-930.36,1191.3
14605,-17695,-665.98,1273.6
14606,-17560,-395.73,1357.1
14607,-17416,-120.53,1441.6
14608,-17262,158.69,1526.6
14609,-17098,440.99,1611.9
14610,-16924,725.42,1697.1
14611,-16741,1011,1781.8
14612,-16548,1296.9,1865.9
14613,-16346,1582.1,1949
14614,-16135,1865.7,2030.7
14615,-15915,2146.9,2110.9
14616,-15688,2424.8,2189.3
14617,-15454,2698.7,2265.6
14618,-15213,2967.8,2339.7
14619,-14966,3231.4,2411.4
14620,-14714,3488.9,2480.5
14621,-14457,3739.7,2546.8
14622,-14196,3983.2,2610.3
14623,-13933,4219.1,2670.9
14624,-13667,4446.9,2728.4
14625,-13401,4666.3,2782.9
14626,-13134,4877,2834.3
14627,-12867,5078.8,2882.5
14628,-12601,5271.5,2927.8
14629,-12338,5455,2969.9
14630,-12078,5629.2,3009.1
14631,-11822,5794.2,3045.3
14632,-11570,5950,3078.7
14633,-11323,6096.6,3109.4
14634,-11083,6234.1,3137.3
14635,-10850,6362.8,3162.8
14636,-10625,6482.6,3185.8
14637,-10408,6593.9,3206.5
14638,-10200,6696.8,3225.1
14639,-10002,6791.5,3241.6
14640,-9814.6,6878.3,3256.2
14641,-9638.5,6957.3,3269.1
14642,-9474.4,7028.8,3280.3
14643,-9322.9,7092.9,3290
14644,-9184.7,7149.9,3298.4
14645,-9060.5,7199.9,3305.4
14646,-8950.9,7243,3311.3
14647,-8856.7,7279.4,3316.2
14648,-8778.6,7309.1,3320
14649,-8717.2,7332.1,3322.9
14650,-8673.4,7348.4,3325
